Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL4741364,C[C@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,PPB,'=',0.2,%,CHEMBL4715126,Protein binding in mouse serum assessed as fraction unbound,A,BAO_0000366,cell-free format,CHEMBL4706752,Scientific Literature,ACS Med Chem Lett,2021.0,Mouse,,,,,True
CHEMBL3973674,COCCOc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,PPB,'=',74.0,%,CHEMBL4723216,Plasma protein binding in CD1 mouse at 5 uM measured after 4 hrs by LC-MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4715854,Scientific Literature,J Med Chem,2020.0,CD1 Mouse Plasma,5 uM,4 hrs,LC-MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL3598140,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,PPB,'=',99.7,%,CHEMBL5132010,Protein binding in human plasma at 5 uM measured for 6 hrs by LC-MS/MS based equlibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5131377,Scientific Literature,J Med Chem,2021.0,Human Plasma,5 uM,6 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4636949,O=C(CCCCCc1ccccn1)NC1CCC(O)CC1,PPB,'=',29.1,%,CHEMBL4618561,Protein binding in mouse plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0,Mouse,2 uM,,Equilibrium Dialysis,Relative to Control,True
CHEMBL5207217,C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O,PPB,'=',17.0,%,CHEMBL5137999,Plasma protein binding in human incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Human,,24 hrs,LC-MS/MS,,True
CHEMBL5190832,COc1ccc2ccc(=O)n(CCN[C@@H]3CC[C@@H]4[C@@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,PPB,'=',5.3,%,CHEMBL5146138,Protein binding in human plasma by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL5143607,Scientific Literature,Bioorg Med Chem Lett,2022.0,Human,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4856594,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,PPB,'=',37.0,%,CHEMBL4809371,Plasma protein binding in Sprague-Dawley rat at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4808184,Scientific Literature,J Med Chem,2021.0,Sprague-Dawley Rat,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4777385,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CCC(F)(F)F)CC2)c2ccccc12,PPB,'=',99.7,%,CHEMBL4766055,Protein binding in mouse plasma assessed as bound fraction,A,BAO_0000366,cell-free format,CHEMBL4765232,Scientific Literature,J Med Chem,2016.0,Mouse,,,,,True
CHEMBL4794859,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(C)(F)F)CC2)c2ccccc12,PPB,'=',94.7,%,CHEMBL4766058,Protein binding in human plasma assessed as bound fraction,A,BAO_0000366,cell-free format,CHEMBL4765232,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL4800448,O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@H]3CCCNC3)c2)c1F,PPB,'=',99.7,%,CHEMBL4729975,Protein binding in C57BL/6 mouse plasma at 5 uM incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725391,Scientific Literature,J Med Chem,2020.0,C57BL/6 Mouse Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL2235848,CCC(C)OC(=O)C(C)c1ccc(CC(C)C)cc1,PPB,'=',67.0,%,CHEMBL3048171,Protein binding in plasma at 20 ug/ml,A,BAO_0000366,cell-free format,CHEMBL3046468,Scientific Literature,Med Chem Res,2012.0,,20 ug/ml,,,,True
CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,PPB,'=',97.0,%,CHEMBL4679844,Protein binding in rat plasma by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673401,Scientific Literature,ACS Med Chem Lett,2021.0,Rat Plasma,,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4743624,CCNc1cc(F)cc2c1[nH]c1ncc(-c3cncc(C#N)c3)c(-n3cc(CN)c(C(F)(F)F)n3)c12,PPB,'=',89.0,%,CHEMBL4728718,Plasma protein binding in iv dosed CD-1 mouse measured up to 24 hrs by LC-MS/MS analysis,A,BAO_0000218,organism-based format,CHEMBL4725353,Scientific Literature,J Med Chem,2020.0,CD-1 Mouse Plasma,,up to 24 hrs,LC-MS/MS,,True
CHEMBL4786367,CCNc1cc(F)cc2c1[nH]c1ncc(-c3cnc(OC)nc3)c(-n3cc(CN)c(C(F)(F)F)n3)c12,PPB,'=',89.0,%,CHEMBL4728718,Plasma protein binding in iv dosed CD-1 mouse measured up to 24 hrs by LC-MS/MS analysis,A,BAO_0000218,organism-based format,CHEMBL4725353,Scientific Literature,J Med Chem,2020.0,CD-1 Mouse Plasma,,up to 24 hrs,LC-MS/MS,,True
CHEMBL4749451,CC(C)(CO)Cn1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,PPB,'=',91.0,%,CHEMBL4675506,Protein binding in human plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Human,,,Dialysis,,True
CHEMBL4757001,O=C(N[C@H]1CCN(C2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,PPB,'=',82.9,%,CHEMBL4706366,Protein binding in human plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Human,,,LC-MS/MS,,True
CHEMBL4799528,O=C(N[C@H]1CCN(CC2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,PPB,'=',91.5,%,CHEMBL4706366,Protein binding in human plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Human,,,LC-MS/MS,,True
CHEMBL4797283,Cl.O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,PPB,'=',91.8,%,CHEMBL4706427,Protein binding in rat plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Rat Plasma,,,LC-MS/MS,,True
CHEMBL4746006,C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1,PPB,'=',99.7,%,CHEMBL4736738,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4732159,Scientific Literature,Bioorg Med Chem Lett,2021.0,Human,,,,,True
CHEMBL5171401,CCC1(CC)CC(=O)N([C@@H]2CCOc3ccc(C(=O)N[C@H]4CC(C)(C)Oc5ccccc54)cc32)C(=N)N1,PPB,'=',94.5,%,CHEMBL5131179,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL5126668,Scientific Literature,ACS Med Chem Lett,2022.0,Mouse,,,,,True
CHEMBL4876457,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,PPB,'=',97.9,%,CHEMBL4812684,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4811258,Scientific Literature,J Med Chem,2021.0,Mouse,,,,,True
CHEMBL5074599,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,PPB,'=',93.0,%,CHEMBL5034551,Plasma protein binding in human assessed as bound fraction at 0.5 to 2 uM measured after 30 mins by HPLC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5034004,Scientific Literature,J Med Chem,2021.0,Human Plasma,0.5 to 2 uM,30 mins,HPLC-MS/MS,,True
CHEMBL4475494,CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,PPB,'=',94.2,%,CHEMBL4345171,Protein binding in mouse plasma at 5 uM incubated for 6 hrs by red equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4342485,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse Plasma,5 uM,6 hrs,LC-MS/MS,Red Equilibrium Dialysis,True
CHEMBL5173528,O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12,PPB,'=',90.0,%,CHEMBL5141813,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5137079,Scientific Literature,J Med Chem,2022.0,Rat,,,,,True
CHEMBL5198260,O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(OCCO)cc4[nH]3)n(Cc3ccccc3)c12,PPB,'=',69.0,%,CHEMBL5141813,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5137079,Scientific Literature,J Med Chem,2022.0,Rat,,,,,True
CHEMBL5169479,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,PPB,'=',75.0,%,CHEMBL5141812,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL5137079,Scientific Literature,J Med Chem,2022.0,Human,,,,,True
CHEMBL5203666,COc1ccc(-c2cc(=O)c3c(O)cc(OP(=O)([O-])[O-])c(-c4cc(-c5cc(=O)c6c(O)cc(OP(=O)([O-])[O-])cc6o5)ccc4OC)c3o2)cc1.[Na+].[Na+].[Na+].[Na+],PPB,'=',98.3,%,CHEMBL5160393,Plasma protein binding in human at 2 uM by rapid equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5154772,Scientific Literature,J Med Chem,2022.0,Human Plasma,2 uM,,LC-MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL5205388,C[C@H]1C[C@@H](O)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,PPB,'=',99.88,%,CHEMBL5168587,"Protein binding in BALB/c mouse plasma at 1 mg/kg, iv or 5 mg/kg, po measured after 6 hrs post-dose by ESI-LCMS/MS and UPLC analysis",A,BAO_0000218,organism-based format,CHEMBL5154939,Scientific Literature,J Med Chem,2022.0,BALB/c Mouse Plasma,,after 6 hrs,UPLC,,True
CHEMBL5093498,Cc1n[nH]c(C)c1N1CCN(c2cc(-c3nn[nH]n3)ccc2F)CC1,PPB,'=',94.0,%,CHEMBL5033205,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5032506,Scientific Literature,J Med Chem,2021.0,Rat,,,,,True
CHEMBL5208428,CC1(C)CCn2c(=O)c(=O)n(CCCO)c3cccc1c32,PPB,'=',61.11,%,CHEMBL5164764,Plasma protein binding in human measured at 150 uM preincubated for 30 mins followed by addition of dialysis buffer measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5154865,Scientific Literature,Eur J Med Chem,2022.0,Human Plasma,150 uM,30 mins preincubation followed by 4 hrs,LC-MS/MS,,True
CHEMBL4874034,C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,PPB,'=',82.0,%,CHEMBL4835199,Plasma protein binding in rat at 5 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4834410,Scientific Literature,J Med Chem,2021.0,Rat,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4650334,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,PPB,'=',93.0,%,CHEMBL4835209,Plasma protein binding in human at 5 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4834410,Scientific Literature,J Med Chem,2021.0,Human,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4176971,COc1ccc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)cc1OC,PPB,'=',0.24,%,CHEMBL5106325,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5104167,Scientific Literature,Bioorg Med Chem Lett,2022.0,Rat,,,,,True
CHEMBL4741793,C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1,PPB,'=',98.3,%,CHEMBL4714799,"Protein binding in CD-1 mouse plasma at 30 mg/kg, po",A,BAO_0000218,organism-based format,CHEMBL4706729,Scientific Literature,ACS Med Chem Lett,2021.0,CD-1 Mouse Plasma,30 mg/kg,,,,True
CHEMBL4557473,CC(C)CNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCSCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',95.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL435323,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',31.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4454891,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',26.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4846404,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,PPB,'=',78.0,%,CHEMBL4809372,Plasma protein binding in human at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4808184,Scientific Literature,J Med Chem,2021.0,Human,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4749828,Clc1nc(NCc2ccco2)c2[nH]ccc2n1,PPB,'=',12.9,%,CHEMBL4724731,Protein binding in human plasma at 10 uM after 4 hrs by RF-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715907,Scientific Literature,Bioorg Med Chem,2021.0,Human,10 uM,4 hrs,RF-MS,,True
CHEMBL4800671,C#CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)ccc2c1,PPB,'=',99.0,%,CHEMBL4675506,Protein binding in human plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Human,,,Dialysis,,True
CHEMBL4753185,CC(C)(CO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,PPB,'=',95.0,%,CHEMBL4675506,Protein binding in human plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Human,,,Dialysis,,True
CHEMBL4740515,CCOc1ccc2cc(-c3nn(CC4CC4)c(N)c3C(N)=O)ccc2c1,PPB,'=',97.0,%,CHEMBL4675509,Protein binding in mouse plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Mouse,,,Dialysis,,True
CHEMBL4756763,CC(CCO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,PPB,'=',77.0,%,CHEMBL4675509,Protein binding in mouse plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Mouse,,,Dialysis,,True
CHEMBL4579754,CCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CCSCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',90.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4787093,CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2n1,PPB,'=',84.0,%,CHEMBL4675506,Protein binding in human plasma by dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673226,Scientific Literature,J Med Chem,2019.0,Human,,,Dialysis,,True
CHEMBL4747709,CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl,PPB,'=',98.0,%,CHEMBL4715634,Protein binding in rhesus monkey plasma,A,BAO_0000366,cell-free format,CHEMBL4706775,Scientific Literature,ACS Med Chem Lett,2021.0,Rhesus Monkey Plasma,,,,,True
CHEMBL4742152,Cc1noc2c1-c1ccc(-c3ccc(=O)n(C)c3)cc1N(c1ccc(C#N)cc1)CC2C,PPB,'=',99.0,%,CHEMBL4716988,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Mouse,,,,,True
CHEMBL4781879,COC[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,PPB,'=',98.6,%,CHEMBL4705933,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4699655,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4787356,CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,PPB,'=',96.8,%,CHEMBL4705934,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4699655,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL4466171,C[C@@H](O[C@H]1CC[C@]2(CC1)COC(C)(C)C2)c1nc(-c2cc(F)c(CS(C)(=O)=O)c(F)c2)no1,PPB,'=',96.5,%,CHEMBL4390520,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4387781,Scientific Literature,Bioorg Med Chem Lett,2019.0,Human,,,,,True
CHEMBL5091917,C[C@H]1Cn2cnc(C(=O)N[C@H](C)C(F)(F)F)c2CN1C(=O)Nc1ccc(F)c(C#N)c1,PPB,'=',88.02,%,CHEMBL5050209,Plasma protein binding in mouse by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5046309,Scientific Literature,ACS Med Chem Lett,2022.0,Mouse Plasma,,,LC-MS/MS,,True
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,PPB,'=',98.0,%,CHEMBL4385833,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4385597,Scientific Literature,J Med Chem,2019.0,Mouse,,,,,True
CHEMBL4648137,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,PPB,'=',91.0,%,CHEMBL5035342,Plasma protein binding in human assessed as bound fraction at 2 uM incubated for 120 mins by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5034022,Scientific Literature,J Med Chem,2021.0,Human,2 uM,120 mins,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5069732,O=C(N[C@H]1CC[C@H](O)CC1)C1CCC(Cc2ccccc2)CC1,PPB,'=',94.43,%,CHEMBL5035343,Plasma protein binding in mouse assessed as bound fraction at 2 uM measured after 120 mins by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5034022,Scientific Literature,J Med Chem,2021.0,Mouse,2 uM,120 mins,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5080981,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2Cl)n1,PPB,'=',99.89,%,CHEMBL5036698,Plasma protein binding in human measured by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5036313,Scientific Literature,J Med Chem,2021.0,Human Plasma,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5077149,CC(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,PPB,'=',99.85,%,CHEMBL5036698,Plasma protein binding in human measured by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5036313,Scientific Literature,J Med Chem,2021.0,Human Plasma,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL3716552,COc1cc(OCc2csc(-c3ccc(C(=O)N(C)C)cc3)n2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,PPB,'=',99.7,%,CHEMBL5148612,Protein binding in dog,A,BAO_0000019,assay format,CHEMBL5143717,Scientific Literature,J Med Chem,2022.0,Dog,,,,,True
CHEMBL5174834,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](CC(C)C)C(=O)OC(C)(C)C)n2)cc1,PPB,'=',94.1,%,CHEMBL5162484,Protein binding in human plasma by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL5154815,Scientific Literature,J Med Chem,2022.0,Human,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5080252,COC(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N,PPB,'=',99.5,%,CHEMBL5036974,Plasma Protein binding in Sprague-Dawley rat at 5 uM incubated for 4 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL5036320,Scientific Literature,J Med Chem,2021.0,Sprague-Dawley Rat,5 uM,4 hrs,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4851130,Cc1nc2c(-c3cccc(S(C)(=O)=O)c3)cnn2c(NCc2ccccn2)c1C,PPB,'=',96.6,%,CHEMBL4828389,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4825759,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4868989,Cc1cnc2c(-c3ccc(F)cc3)cnn2c1NCc1ccccn1,PPB,'=',99.6,%,CHEMBL4828389,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4825759,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4793431,CCP(=O)(OC)c1ccc2nc(-c3ccc(C(F)F)cc3)oc2c1,PPB,'=',96.0,%,CHEMBL4731879,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4725490,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4752788,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3(N)CC3)cc2)on1,PPB,'=',93.0,%,CHEMBL4689007,Protein binding in human serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,Human,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL4759460,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,PPB,'=',97.3,%,CHEMBL4689007,Protein binding in human serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,Human,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL4752788,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3(N)CC3)cc2)on1,PPB,'=',90.1,%,CHEMBL4689008,Protein binding in ICR mouse serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,ICR Mouse,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL4792882,COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)no4)cc3)[C@@H]2C1,PPB,'=',91.8,%,CHEMBL4689008,Protein binding in ICR mouse serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,ICR Mouse,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL1956291,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,PPB,'=',99.8,%,CHEMBL4812682,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4811258,Scientific Literature,J Med Chem,2021.0,Human,,,,,True
CHEMBL4753967,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1,PPB,'=',98.9,%,CHEMBL4679368,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4673373,Scientific Literature,Bioorg Med Chem Lett,2021.0,Human,,,,,True
CHEMBL453514,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,PPB,'=',48.0,%,CHEMBL4814295,"Protein binding in human plasma at 2 g, po",A,BAO_0000366,cell-free format,CHEMBL4813910,Scientific Literature,J Med Chem,2020.0,Human Plasma,2 g,,,,True
