Drug_ID	Drug	Y
"sulfonethylmethane"	"CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC"	1
"sulforidazine"	"CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21"	1
"sulpiride"	"CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"	1
"supidimide"	"O=C1NCCC[C@H]1N1C(=O)c2ccccc2S1(=O)=O"	1
"taclamine"	"c1ccc2c(c1)CCc1cccc3c1[C@@H]2CN1CCCC[C@@H]31"	1
"talbutal"	"C=CCC1([C@@H](C)CC)C(=O)NC(=O)NC1=O"	1
"temazepam"	"CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21"	1
"tenilapine"	"CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1"	1
"teniloxazine"	"c1csc(Cc2ccccc2OC[C@@H]2CNCCO2)c1"	1
"tetrazepam"	"CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21"	1
"thiotetrabarbital"	"CCC[C@@H](CC)C1(CC)C(=O)NC(=S)NC1=O"	1
"tiapride"	"CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC"	1
"ticabesone (ticabesone-propionate)"	"CCC(=O)O[C@@]1(C(=O)SC)[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"tienopramine"	"CN(C)CCCN1c2ccccc2C=Cc2sccc21"	1
"tiflucarbine"	"CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1"	1
"tiletamine"	"CCN[C@]1(c2cccs2)CCCCC1=O"	1
"timobesone"	"CSC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"tolboxane"	"CCCC1(C)COB(c2ccc(C)cc2)OC1"	1
"toloxatone"	"Cc1cccc(N2C[C@@H](CO)OC2=O)c1"	1
"tomoxetine"	"CNCC[C@@H](Oc1ccccc1C)c1ccccc1"	1
"toprilidine"	"Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1"	1
"trepipam (trimopam)"	"COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2"	1
"triamcinolone-acetonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"triamcinolone-diacetate"	"CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"triamcinolone-hexacetonide"	"CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C"	1
"triazolam"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	1
"triclacetamol"	"O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl"	1
"triflubazam"	"CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21"	1
"trifluomeprazine"	"C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21"	1
"trifluoperazine"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"trifluperidol"	"O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	1
"triflupromazine"	"CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21"	1
"trimethadione"	"CN1C(=O)OC(C)(C)C1=O"	1
"trimethoprim"	"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"	1
"trimipramine"	"C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21"	1
"tropapride"	"COc1cccc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC"	1
"tuclazepam"	"CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NC[C@H]1CO"	1
"tybamate"	"CCCCNC(=O)OC[C@@](C)(CCC)COC(N)=O"	1
"ulobetasol"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CCl"	1
"valdetamide"	"C=CCC(CC)(CC)C(N)=O"	1
"valnoctamide"	"CC[C@H](C)[C@@H](CC)C(N)=O"	1
"valperinol"	"CO[C@H]1O[C@H]2O[C@@]3(CN4CCCCC4)[C@H](O)C[C@@H]([C@@H]2C)[C@@H]13"	1
"valpromide"	"CCCC(CCC)C(N)=O"	1
"vinbarbital"	"CC/C=C(/C)C1(CC)C(=O)NC(=O)NC1=O"	1
"vinylbital"	"C=CC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O"	1
"xanomeline"	"CCCCCCOc1nsnc1C1=CCCN(C)C1"	1
"zaleplon"	"CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1"	1
"zimeldine"	"CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1"	1
"zolpidem"	"Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1"	1
"zomebazam"	"Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C"	1
"zometapine"	"Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2"	1
"amdinocillinpivoxil (pivmecillinam)"	"CC(C)(C)C(=O)OCOC(=O)[C@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C"	-1
"amicycline"	"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12"	-1
"amoxicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O"	-1
"ampicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"amrubicin"	"CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O"	-1
"butikacin"	"NCC[C@H](O)CN[C@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]1O"	-1
"cefalexin"	"CC1=C(C(=O)OCC(=O)OC(C)(C)C)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1"	-1
"cefaloram"	"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1"	-1
"cefazolin"	"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1"	-1
"cefcapene"	"CC/C=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1csc(N)n1"	-1
"cefedrolor"	"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1"	-1
"cefoxazole"	"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1"	-1
"cefoxitin"	"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]21"	-1
"cetocycline"	"CC(=O)C1=C(O)[C@H](N)[C@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@@]2(O)C1=O"	-1
"chlortetracycline"	"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12"	-1
"clometocillin"	"CO[C@@H](C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O)c1ccc(Cl)c(Cl)c1"	-1
"demeclocycline"	"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@H](O)[C@H]3C[C@@H]12"	-1
"dicloxacillin"	"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"doxycycline"	"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@H]3[C@H](O)[C@H]21"	-1
"epicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O"	-1
"esorubicin"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@H](N)C[C@H](C)O1"	-1
"etilefrine"	"CCNC[C@H](O)c1cccc(O)c1"	-1
"fenoxazoline"	"CC(C)c1ccccc1OCC1=NCCN1"	-1
"flucloxacillin"	"Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"flurithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@@](C)(F)C(=O)[C@H](C)[C@H](O)[C@@]1(C)O"	-1
"gramicidin-s-2"	"CC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCN)NC1=O"	-1
"hydroxyamphetamine"	"C[C@H](N)Cc1ccc(O)cc1"	-1
"isopropicillin"	"CC(C)(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"	-1
"josamycin"	"CO[C@H]1[C@H](OC(C)=O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H](CC=O)[C@H]1O[C@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H](N(C)C)[C@@H]1O"	-1
"kanamycin"	"NC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@H]2N)[C@H](O)[C@H](O)[C@@H]1O"	-1
"lidocaine"	"CCN(CC)CC(=O)Nc1c(C)cccc1C"	-1
"methacycline (metacycline)"	"C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12"	-1
"methotrexate"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	-1
"methoxyphedrine"	"CN[C@H](C)C(=O)c1ccc(OC)cc1"	-1
"nafcillin"	"CCOc1ccc2ccccc2c1C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"nitrendipine"	"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1"	-1
"norfloxacin"	"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21"	-1
"orphenadrine"	"Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1"	-1
"oxacillin"	"Cc1onc(-c2ccccc2)c1C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"oxetacillin"	"CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](c4ccc(O)cc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O"	-1
"phenethicillin (pheneticillin)"	"C[C@@H](Oc1ccccc1)C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"pristinamycin-ic"	"C[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@H]2CC(=O)CCN2C(=O)[C@@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@H]2CCCN2C1=O"	-1
"propafenone"	"CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1"	-1
"propicillin"	"CC[C@@H](Oc1ccccc1)C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"sanfetrinem"	"CO[C@H]1CCC[C@H]2C1=C(C=O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21"	-1
"tamoxifen"	"CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1"	-1
"temocillin"	"CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccsc2)C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O"	-1
"tetracycline"	"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"	-1
"ticarcillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O"	-1
