Smiles_unify,Smiles,value,source,concentration,spec,property
O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,90.0,CHEMBL4341908,,Human,ppb
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,96.9,CHEMBL4730745,2 uM,Human Plasma,ppb
COc1cc(-c2cncc(-c3ccc(C4CCN(C)CC4)cc3)c2C)cc(OC)c1OC,COc1cc(-c2cncc(-c3ccc(C4CCN(C)CC4)cc3)c2C)cc(OC)c1OC,95.0,CHEMBL4626235,5 uM,Human Plasma,ppb
Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c12,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c12,99.1,CHEMBL5055753,,Human,ppb
O=c1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2cc(Cl)ccc12,O=c1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2cc(Cl)ccc12,100.0,CHEMBL4739124,5 uM,Human Plasma,ppb
C[C@@H]1CC2c3ccccc3NC2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,C[C@@H]1CC2c3ccccc3NC2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,99.79,CHEMBL5032795,,Human,ppb
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,7.1,CHEMBL4715125,,Human Serum,ppb
O=C(N[C@H]1CC[C@H](O)CC1)C1CCCC(CCc2ccccc2)C1,O=C(N[C@H]1CC[C@H](O)CC1)C1CCCC(CCc2ccccc2)C1,97.77,CHEMBL5035342,2 uM,Human,ppb
CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,99.8,CHEMBL5036698,,Human Plasma,ppb
CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,0.2,CHEMBL5167414,,Human,ppb
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,99.0,CHEMBL5128100,,Human,ppb
O=C(N[C@H]1CC[C@H](O)CC1)C1CC(CCc2ccccc2)C1,O=C(N[C@H]1CC[C@H](O)CC1)C1CC(CCc2ccccc2)C1,97.2,CHEMBL5035342,2 uM,Human,ppb
CCNC(=O)Nc1cc(-n2cccn2)c(C(=O)Nc2cccnc2)cn1,CCNC(=O)Nc1cc(-n2cccn2)c(C(=O)Nc2cccnc2)cn1,90.5,CHEMBL4386905,,Human,ppb
COc1ccc2ccc(=O)n(CCN[C@@H]3CC[C@@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,COc1ccc2ccc(=O)n(CCN[C@@H]3CC[C@@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,3.5,CHEMBL5146138,,Human,ppb
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1,98.5,CHEMBL4371492,,Human,ppb
C[C@@H]1CNC(=O)c2cc(-c3ccnc(NC(=O)C4CC4)c3)nn21,C[C@@H]1CNC(=O)c2cc(-c3ccnc(NC(=O)C4CC4)c3)nn21,66.0,CHEMBL5137999,,Human,ppb
O=C(N[C@H]1CC[C@H](O)CC1)C1CCC(Cc2ccccc2)CC1,O=C(N[C@H]1CC[C@H](O)CC1)C1CCC(Cc2ccccc2)CC1,92.05,CHEMBL5035342,2 uM,Human,ppb
CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,15.0,CHEMBL4344858,,Human,ppb
CCCN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3C)cn2)CC1,CCCN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3C)cn2)CC1,94.0,CHEMBL4344877,1 uM,Human,ppb
O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NC1(c2ccccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NC1(c2ccccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,93.0,CHEMBL4706366,,Human,ppb
COC(=O)[C@@H]1CCCN1c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,COC(=O)[C@@H]1CCCN1c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,93.0,CHEMBL4373163,,Human,ppb
CN1CC2(CCN(c3ncc(-c4ccc5c(Nc6cnccn6)ccnc5c4)cn3)C2)C1,CN1CC2(CCN(c3ncc(-c4ccc5c(Nc6cnccn6)ccnc5c4)cn3)C2)C1,48.0,CHEMBL4373163,,Human,ppb
c1coc(CNc2ccnc3ccnn23)c1,c1coc(CNc2ccnc3ccnn23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
Cc1cn2cc(-c3cc4ccc(N5CCNCC5)cc4c(=O)o3)nc2c(C)n1,Cc1cn2cc(-c3cc4ccc(N5CCNCC5)cc4c(=O)o3)nc2c(C)n1,90.0,CHEMBL4478618,,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,96.3,CHEMBL5100475,10 uM,Human Plasma,ppb
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,60.0,CHEMBL4354986,0.6 g,Human,ppb
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,40.0,CHEMBL4355002,0.2 g,Human,ppb
Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(Cc3n[nH]c(=O)o3)cc(=O)n(C3CC3)c12,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(Cc3n[nH]c(=O)o3)cc(=O)n(C3CC3)c12,73.0,CHEMBL4809372,10 uM,Human,ppb
Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,93.0,CHEMBL5055753,,Human,ppb
O=C(N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1)[C@H](Nc1cc(Cl)cc(Cl)c1)C1CC1,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1)[C@H](Nc1cc(Cl)cc(Cl)c1)C1CC1,6.0,CHEMBL5098405,2 uM,Human Plasma,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cc(F)cc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cc(F)cc43)C[C@@H]21,99.4,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)cnc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)cnc43)C[C@@H]21,99.2,CHEMBL4843276,5 uM,Human,ppb
O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@@H]3CCCNC3)c2)c1F,O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@@H]3CCCNC3)c2)c1F,96.0,CHEMBL4729957,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)ccc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)ccc43)C[C@@H]21,99.4,CHEMBL4843276,5 uM,Human,ppb
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)NC[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)cc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)NC[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)cc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,51.1,CHEMBL5112286,1 uM,Human Plasma,ppb
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,70.0,CHEMBL4348732,,Human,ppb
C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,86.0,CHEMBL5119196,,Human Plasma,ppb
CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,85.0,CHEMBL4329711,,Human,ppb
CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,89.0,CHEMBL4729592,10 uM,Human Plasma,ppb
NC/C(=C\F)[C@H]1Cc2ccccc2O1,Cl.NC/C(=C\F)[C@H]1Cc2ccccc2O1,76.0,CHEMBL5106524,,Human,ppb
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,93.3,CHEMBL4620727,,Human,ppb
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1,96.1,CHEMBL5112426,,Human,ppb
C[C@@H]1O[C@@H](NS(=O)(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@@H](NS(=O)(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,50.0,CHEMBL5112887,,Human,ppb
C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#C[C@H]3C[C@H](O)C3)cc2)on1,C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#C[C@H]3C[C@H](O)C3)cc2)on1,92.6,CHEMBL4689007,1 ug/ml,Human,ppb
CC(C)(NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1,CC(C)(NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1,92.9,CHEMBL4706366,,Human,ppb
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1,Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1,86.1,CHEMBL4345878,,Human,ppb
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,95.0,CHEMBL5109253,0.5 mg/ml,Human,ppb
Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,98.5,CHEMBL4812682,,Human,ppb
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,98.06,CHEMBL4845488,1 uM,Human Plasma,ppb
Cc1cc(-c2cnc([C@H](C)Nc3nccc(N4C(=O)OC[C@@H]4C(C)C)n3)nc2)ccc1F,Cc1cc(-c2cnc([C@H](C)Nc3nccc(N4C(=O)OC[C@@H]4C(C)C)n3)nc2)ccc1F,98.0,CHEMBL4135766,5 uM,Human Plasma,ppb
COc1nc(C)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1nc(C)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl,99.65,CHEMBL4134291,,Human,ppb
COc1nc(CO)c(C)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1nc(CO)c(C)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,98.7,CHEMBL4134291,,Human,ppb
CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCN(CC4CCC(F)(F)CC4)CC3)nc(=O)c2c1,CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCN(CC4CCC(F)(F)CC4)CC3)nc(=O)c2c1,97.9,CHEMBL5050654,,Human,ppb
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2cc(Cl)cnc21,Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2cc(Cl)cnc21,89.6,CHEMBL5141617,1 uM,Human,ppb
COC(=O)Nc1ccc(-c2cnn(C(CC3CC3)c3ccc(-c4cc(Cl)ccc4-n4cnnn4)c[n+]3[O-])c2)cc1,COC(=O)Nc1ccc(-c2cnn(C(CC3CC3)c3ccc(-c4cc(Cl)ccc4-n4cnnn4)c[n+]3[O-])c2)cc1,98.6,CHEMBL5141366,,Human,ppb
CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,95.0,CHEMBL4621466,,Human,ppb
CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,94.0,CHEMBL4621466,,Human,ppb
CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](Cc3ccccc3)C(=O)OC(C)(C)C)n2)cc1,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](Cc3ccccc3)C(=O)OC(C)(C)C)n2)cc1,97.2,CHEMBL5162484,,Human,ppb
CC(C)NC(=O)c1cc(-c2ccc(NC(=O)[C@H](O)c3cc(F)cc(F)c3)cc2Cl)cnc1N,CC(C)NC(=O)c1cc(-c2ccc(NC(=O)[C@H](O)c3cc(F)cc(F)c3)cc2Cl)cnc1N,99.7,CHEMBL4822230,,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,99.9,CHEMBL4843276,5 uM,Human,ppb
CC[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(C#N)cc43)C[C@@H]21,CC[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(C#N)cc43)C[C@@H]21,98.4,CHEMBL4843276,5 uM,Human,ppb
CC(=O)O[C@H]1/C2=C/[C@@H](C)C(=O)C[C@H]3[C@@H](/C=C(\C)C(=O)[C@H]2C[C@H]1C)C3(C)C,CC(=O)O[C@H]1/C2=C/[C@@H](C)C(=O)C[C@H]3[C@@H](/C=C(\C)C(=O)[C@H]2C[C@H]1C)C3(C)C,84.0,CHEMBL4335551,,Human,ppb
Nc1ccc(C[C@@H](N)C(=O)N2CC(CNc3ccc(F)cc3)C3(C2)CN(c2cc(F)cc(F)c2)C3)cc1,Nc1ccc(C[C@@H](N)C(=O)N2CC(CNc3ccc(F)cc3)C3(C2)CN(c2cc(F)cc(F)c2)C3)cc1,97.5,CHEMBL4737861,,Human,ppb
Cc1nc(CN2CCC[C@H]2c2ncccc2C)cc(N2CCN(C)CC2)n1,Cc1nc(CN2CCC[C@H]2c2ncccc2C)cc(N2CCN(C)CC2)n1,95.0,CHEMBL4773477,1 uM,Human,ppb
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(Br)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(Br)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,82.4,CHEMBL4315698,10 uM,Human Plasma,ppb
Cc1cnc(Nc2cccc(S(C)(=O)=O)c2)nc1Nc1ccc2oc(=O)[nH]c2c1,Cc1cnc(Nc2cccc(S(C)(=O)=O)c2)nc1Nc1ccc2oc(=O)[nH]c2c1,95.0,CHEMBL5120627,,Human,ppb
Cc1cnc(Nc2ccc(N3CCN(C)CC3)nc2)nc1Nc1ccc2oc(=O)[nH]c2c1,Cc1cnc(Nc2ccc(N3CCN(C)CC3)nc2)nc1Nc1ccc2oc(=O)[nH]c2c1,81.0,CHEMBL5120627,,Human,ppb
NCCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,NCCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,100.0,CHEMBL4373163,,Human,ppb
O=C(Nc1c(F)c(F)c(-c2cccc(C(F)(F)F)c2)c(F)c1F)c1c(O)nn2ccccc12,O=C(Nc1c(F)c(F)c(-c2cccc(C(F)(F)F)c2)c(F)c1F)c1c(O)nn2ccccc12,99.94,CHEMBL5053604,50 uM,Human Serum,ppb
O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1c(O)nn2ccccc12,O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1c(O)nn2ccccc12,100.0,CHEMBL5053604,50 uM,Human Serum,ppb
Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2oc(=O)[nH]c2c1,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2oc(=O)[nH]c2c1,96.0,CHEMBL5120627,,Human,ppb
CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC,94.6,CHEMBL5048950,,Human Serum,ppb
Cc1c(-c2ccc(O)cc2)c(=O)n2nc(-c3ccccc3)c(N3CCCCC3)c2n1C,Cc1c(-c2ccc(O)cc2)c(=O)n2nc(-c3ccccc3)c(N3CCCCC3)c2n1C,98.46,CHEMBL4835549,,Human Plasma,ppb
CCOc1ccc(F)cc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,CCOc1ccc(F)cc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,0.2,CHEMBL5167414,,Human,ppb
COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,87.0,CHEMBL5141812,,Human,ppb
N#Cc1cccc(-c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,N#Cc1cccc(-c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,91.0,CHEMBL5034620,10 uM,Human Plasma,ppb
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2ccccc2O)cc1,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2ccccc2O)cc1,98.1,CHEMBL4346501,10 uM,Human,ppb
O=C(CCOCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,O=C(CCOCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,38.2,CHEMBL4618560,2 uM,Human,ppb
O=C(C[C@H]1CC[C@H](C(=O)O)CC1)N1CCc2c(n(Cc3ccc(F)cc3F)c3ncccc23)C1,O=C(C[C@H]1CC[C@H](C(=O)O)CC1)N1CCc2c(n(Cc3ccc(F)cc3F)c3ncccc23)C1,98.4,CHEMBL4619318,,Human,ppb
OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,95.89,CHEMBL5058022,,Human Plasma,ppb
Cc1cn2c(C(=O)NCc3ccc(N4CCN(c5ccc(C(F)(F)F)cn5)CC4)c(F)c3)c(C)nc2s1,Cc1cn2c(C(=O)NCc3ccc(N4CCN(c5ccc(C(F)(F)F)cn5)CC4)c(F)c3)c(C)nc2s1,100.0,CHEMBL5139713,,Human Plasma,ppb
Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(N2CCC(C)(C)CC2)c1-c1ccc(OCCc2ccc(F)cc2)cc1,Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(N2CCC(C)(C)CC2)c1-c1ccc(OCCc2ccc(F)cc2)cc1,80.0,CHEMBL5049334,,Human,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,99.3,CHEMBL4426347,,Human,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC)cc3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC)cc3)C2)n1,80.0,CHEMBL4426347,,Human,ppb
CCc1ccc2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,CCc1ccc2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,96.5,CHEMBL4424278,1 uM,Human Plasma,ppb
COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,98.87,CHEMBL5053449,,Human,ppb
CC(=O)Nc1ccc(Nc2ncnc(NCCC(=O)OC(C)(C)C)n2)cc1,CC(=O)Nc1ccc(Nc2ncnc(NCCC(=O)OC(C)(C)C)n2)cc1,71.0,CHEMBL5162484,,Human,ppb
N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,Cl.N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,93.5,CHEMBL5112286,1 uM,Human Plasma,ppb
O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,90.0,CHEMBL5114080,,Human,ppb
Cc1cnc(NC(=O)C2CC2)cc1-c1cc2n(n1)[C@H](C(C)C)CNC2=O,Cc1cnc(NC(=O)C2CC2)cc1-c1cc2n(n1)[C@H](C(C)C)CNC2=O,83.0,CHEMBL5137999,,Human,ppb
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12,O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12,88.0,CHEMBL5141812,,Human,ppb
Cc1cccc(C(=O)N[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)c1,Cc1cccc(C(=O)N[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)c1,35.0,CHEMBL5112887,,Human,ppb
C[C@@H]1O[C@@H](NC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@@H](NC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,78.0,CHEMBL5112887,,Human,ppb
CC[C@@H](NC(=O)C12CC(F)(C1)C2)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,CC[C@@H](NC(=O)C12CC(F)(C1)C2)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,86.1,CHEMBL4843276,5 uM,Human,ppb
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,96.0,CHEMBL5128034,,Human,ppb
CNc1nccc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)n1,CNc1nccc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)n1,99.0,CHEMBL4603073,10 uM,Human Plasma,ppb
